stop_id,stop_name,stop_lon,stop_lat
PR-O-090,Av. Narvaez esq. Las Rosas,-71.17961956699997,-32.99976555699993
PR-O-094,Av. Narvaez esq. Miraflores,-71.17531582499998,-33.00274185699993
PR-O-046,Av. Narvaez esq. Pje Lautaro,-71.17287839499994,-33.00603828799996
PR-O-043,Av. Natvaezy esq. 400,-71.17169121299997,-33.01644681799996
PF-012,Av. Obispo Valdés con Octava,-71.56646490299994,-33.114831659999936
PF-015,Av. Obispo Valdés con Rotonda del Sol,-71.57627151399998,-33.12222252899994
PF-005,Av. Obispo Valdés con Segunda del Sur,-71.56878183099997,-33.116547527999955
PF-013,Av. Obispo Valdés con Sexta,-71.56947171399997,-33.11690204499996
PR-V-053,Av. Obispo Valdes Subercaseaux esq. Cardenal Samoe,-71.57390508699996,-33.12042395599997
PR-M-588,Av. Octava esq. Calle Nueve,-71.48634096599994,-32.99698426699996
PR-V-166,Av. Pacifico esq. C Decima,-71.64895123899998,-33.028596026999935
PR-V-182,Av. Pacifico esq. Coronel Marchant,-71.64641917799997,-33.02928033199993
PR-V-172,Av. Pacifico esq. Coronel Silva Vergara,-71.64294229899997,-33.03168726699994
PR-V-185,Av. Pacifico esq. Domeyko,-71.64172981699994,-33.032491026999935
PR-V-171,Av. Pacifico esq. Larrain Alcalde,-71.64498730599996,-33.02994651199998
PR-L-008,Av. Palmera Romano esq. Parinacota,-71.26962999999995,-33.00658945099997
PR-L-031,Av. Palmira Romano esq. Ancon,-71.27086163099995,-33.01356037099998
PR-L-016,Av. Palmira Romano esq. Av. La Concepcion,-71.27066900399996,-33.01341022099996
PR-L-018,Av. Palmira Romano esq. Av. Republica,-71.26866892999993,-33.00215073399994
PR-L-012,Av. Palmira Romano esq. Av. Republica,-71.26845849599994,-33.00197757299998
PR-L-032,Av. Palmira Romano esq. Carelmapu,-71.26782892899996,-32.99852975899995
PR-L-020,Av. Palmira Romano esq. Carelmapu,-71.26711565199997,-32.99799580399997
PR-L-017,Av. Palmira Romano esq. Parinacota,-71.26972134599998,-33.00665430699996
PR-L-035,Av. Palmira Romano esq. Santiago Bueras,-71.26953069999996,-33.00693097399994
PR-L-015,Av. Palmira Romano esq. Santiago Bueras,-71.26939590799998,-33.01017458999996
PR-L-064,Av. Palmira Romano Norte esq. Av. Las Americas,-71.27742242099998,-32.981229938999945
PR-L-066,Av. Palmira Romano Norte esq. Colon,-71.26991209499994,-32.98488571499996
PR-L-059,Av. Palmira Romano Norte esq. Pedro De Valdivia,-71.26541999399996,-32.98687389299994
PR-L-065,Av. Palmira Romano Norte esq. Riquelme,-71.27320653599998,-32.983378295999955
PR-V-158,Av. Plata Ancha esq. San Pedro,-71.63607258999997,-33.03012839899998
PR-V-187,Av. Playa Ancha esq. Diagonal,-71.63960716999998,-33.025678314999936
PR-V-189,Av. Playa Ancha esq. Gral Adolfo Holley,-71.63989747999995,-33.02513615099997
PR-V-188,Av. Playa Ancha esq. Guillermo Gonzalez Hontaneda,-71.64061494999999,-33.02490885799995
PR-V-157,Av. Playa Ancha esq. Mercado,-71.63903013199996,-33.027437961999965
PR-V-155,Av. Playa Ancha esq. Quebrada Verde,-71.63666544699998,-33.029683586999965
PR-V-154,Av. Playa Ancha esq. Tucapel,-71.63918728899995,-33.02716284799993
PR-A-139,Av. Porvenir esq. Canal,-71.38690939799994,-33.05905078999996
PR-A-135,Av. Porvenir esq. El Rocio,-71.38963868299999,-33.057485905999954
PR-M-314,Av. Primera esq. Calle Dos,-71.49359786299993,-32.98932198299997
PR-M-316,Av. Primera esq. Calle Uno,-71.49358881599994,-32.989221397999984
PR-V-081,Av. Principal esq. Calle Tres,-71.67001614199995,-33.10269586399994
PR-V-100,Av. Principal esq. Calle Tres,-71.67096172599997,-33.10245025199998
PR-M-519,Av. Principal esq. San Benito,-71.53179248199996,-33.04750928499993
PR-M-520,Av. Principal esq. San Ignacio,-71.53345033299996,-33.04455023299994
PR-V-180,Av. Quebrada Verde esq. Elicura,-71.64209373499995,-33.03470549699995
PR-V-162,Av. Quebrada Verde esq. Pacifico,-71.64099924699997,-33.03339099699997
PR-V-160,Av. Quebrada Verde esq. Vista Hermosa,-71.63823868699996,-33.03144358199995
PR-M-499,Av. Quinta esq. Calle 9,-71.48572197299995,-32.99413597199998
PR-Q-097,Av. Ramon Freire esq. Almirante W Rebolledo,-71.40397498599998,-33.04616563299993
PR-Q-093,Av. Ramon Freire esq. Araus,-71.41306886799998,-33.04605806199993
PR-Q-095,Av. Ramon Freire esq.  Av. El Belloto,-71.40724225099996,-33.04652146899997
PR-Q-090,Av. Ramon Freire esq. Baden Powell,-71.42044875999994,-33.04396523699995
PR-Q-091,Av. Ramon Freire esq. Baden Powell,-71.42067621799998,-33.04366206499998
PR-Q-062,Av. Ramon Freire esq. Balmaceda,-71.44041682799997,-33.04606264599994
PR-Q-094,Av. Ramon Freire esq. Jose Uribe,-71.40981787199996,-33.04635792799996
PR-Q-096,Av. Ramon Freire esq. Madrid,-71.39918768399997,-33.04589904599993
PR-Q-060,Av. Ramon Freire esq. Pasaje Las Palmas,-71.43169290699996,-33.04264043099994
PR-Q-098,Av. Ramon Freire esq. Pasaje San Pedro,-71.40196496599998,-33.04592060599998
PR-L-050,Av. Republica esq. Andes Bello,-71.25566380999999,-33.00632039599998
PR-L-052,Av. Republica esq. Echaurren,-71.26480675799996,-33.002600281999946
PR-L-054,Av. Republica esq. Roma,-71.25735644699995,-33.005649765999976
PR-L-053,Av. Republica esq. Simon Bolivar,-71.26212226099994,-33.00376165999995
PR-L-057,Av. Republica esq. Uribe,-71.26472101899998,-33.002733072999945
PR-L-058,Av. Republica esq. Via Local,-71.26607052199995,-33.002091753999935
PR-L-004,Av. Republica esq. Viva Chile,-71.26207404999997,-33.00368112299998
PF-064,Av. Rodelillo con 11 de Septiembre,-71.56993195699994,-33.06508099599995
PF-062,Av. Rodelillo con Carlos Ibáñez del Campo,-71.57384615299998,-33.06152610299995
PF-063,Av. Rodelillo con Faro Punta Ángel,-71.57262611299996,-33.06298300399993
PF-065,Av. Rodelillo con Los Dátiles,-71.56683221199995,-33.065907737999964
PF-055,Av. Rodelillo con Santa Rosa,-71.56861604199997,-33.06593099699995
PR-V-437,Av. Rodelillo esq. 9 De Julio,-71.56840685499998,-33.06613343099997
PR-V-431,Av. Rodelillo esq. Del Circo,-71.57453522499998,-33.06040765199998
PR-V-426,Av. Rodelillo esq. Gabriela Mistral,-71.58146310199999,-33.05298409899996
PR-V-399,Av. Rodelillo esq. Gabriela Mistral,-71.58149975999999,-33.053068819999964
PR-V-425,Av. Rodelillo esq. Juan Rodriguez,-71.58538468599994,-33.05040724599996
PR-V-400,Av. Rodelillo esq. La Merced,-71.57614812399999,-33.05871725399993
PR-V-403,Av. Rodelillo esq. Ligustros,-71.57747019099997,-33.05492179699996
PR-V-406,Av. Rodelillo esq. Luis Bahamondes,-71.57100847799995,-33.06453185099997
PR-V-435,Av. Rodelillo esq. Luis Bahamondes,-71.57115885699994,-33.06457023899998
PR-V-404,Av. Rodelillo esq. Magisterio,-71.57397936899997,-33.06087353499993
PR-V-428,Av. Rodelillo esq. Maipu,-71.57689673699997,-33.057186746999946
PR-V-408,Av. Rodelillo esq. Nueve De Julio,-71.56883941399997,-33.06589729299998
PR-V-402,Av. Rodelillo esq. Pasaje Chaiten,-71.57673373099993,-33.05756688399998
PR-V-398,Av. Rodelillo esq. Patria Nueva,-71.58529969199998,-33.05034971199996
PR-V-429,Av. Rodelillo esq. Primavera,-71.57690840699996,-33.05599810599995
PR-V-397,Av. Rodelillo esq. Santa Paulina,-71.58703827899996,-33.04904799099995
PR-V-409,Av. Rodelillo esq. Triwe,-71.56553101399999,-33.06540456099998
PR-V-370,Av. Santa Elena esq. Febres,-71.60181270299995,-33.05570774299997
PR-V-369,Av. Santa Elena esq. Pasaje Casablanca,-71.60194277399995,-33.053527430999964
PR-V-389,Av. Santa Elena esq. Santa Elena Viejo,-71.60189707299998,-33.05548121199996
PR-M-372,Av. Santiago Watt esq. Boca Maule,-71.57100494399998,-33.047017840999956
PR-M-489,Av. Segunda esq. Calle Cuatro,-71.49078290999995,-32.99054480399997
PR-M-490,Av. Segunda esq. Calle Dos,-71.49274400599995,-32.99042892999995
PR-M-524,Av. Segunda esq. Calle Siete,-71.48794561699998,-32.99084391699995
PR-M-525,Av. Segunda esq. Calle Tres,-71.49270796599995,-32.99043272799997
PR-M-491,Av. Septima esq. Calle Decisiete,-71.47615973599994,-32.997051357999965
PR-M-167,Av. Sexta esq. Calle Cuatro,-71.49212012399994,-32.994479533999936
PR-M-224,Av. Soberania esq. Isla Riesco,-71.51142800699995,-33.039099473999954
PR-M-370,Av. Sonap esq. 21 De Mayo,-71.57022974199998,-33.042400931999964
PR-M-371,Av. Sonap esq. Pasaje Sonap,-71.56878171899996,-33.04504035799994
PR-M-425,Av. Tamarugal esq. Antuco,-71.49724943999996,-33.03399222599995
PR-M-415,Av. Tamarugal esq. Av. Chungara,-71.49462550499999,-33.03014222499996
PR-M-422,Av. Tamarugal esq. Chingarat,-71.49160124599996,-33.02823305299995
PR-M-439,Av. Tamarugal esq. Chulluncane,-71.49177372599996,-33.02645963599997
PR-M-427,Av. Tamarugal esq. Chungara,-71.49464898199994,-33.030053287999976
PR-M-417,Av. Tamarugal esq. Chungara,-71.49164542899996,-33.02805638799998
PR-M-445,Av. Tamarugal esq. Chungara,-71.49162727399994,-33.028123756999946
PR-M-413,Av. Tamarugal esq. Donihue,-71.49733072799995,-33.032120920999944
PR-M-416,Av. Tamarugal esq. Parinacota,-71.49283304199997,-33.02981249399994
PR-M-428,Av. Tamarugal esq. Parinacota,-71.49281343399997,-33.030017861999966
PR-M-373,Av. Tamarugal esq. Rio Paine,-71.49724780199995,-33.034014630999934
PR-M-412,Av. Tamarugal esq. Rio Paine,-71.49830260699997,-33.03375701699997
PR-M-213,Av. Troncal esq. Ruta 64,-71.50198387699999,-33.036876304999964
PR-V-048,Av. Universidad esq. Av. Borde Laguna,-71.57127739299995,-33.144457960999944
PR-V-034,Av. Universidad esq. Av. Surcos De Agua,-71.57017136099995,-33.14599801799994
PR-V-033,Av. Universidad esq. Borde Laguna,-71.57135086799997,-33.144127932999936
PR-V-049,Av. Universidad esq. Surco Del Agua,-71.57006114899997,-33.14597742799998
PR-A-11,Av. Valaparaiso esq. Alcalde Alejandro Peralta,-71.39430651399994,-33.046170668999935
PR-A-12,Av. Valaparaiso esq. Alcalde Rodolfo Galleguillos,-71.39118676799995,-33.04597726299994
PR-A-15,Av. Valparaiso esq. Alcalde Alejandro Peralta,-71.39373158299998,-33.04607117499995
PR-A-17,Av. Valparaiso esq. Alcalde Rodolfo Galleguillos,-71.39073368799995,-33.04566693299995
PR-A-21,Av. Valparaiso esq. Arrieta,-71.37729175699997,-33.044383796999966
PR-A-14,Av. Valparaiso esq. Balmaceda,-71.38264527099994,-33.044451780999964
PR-A-50,Av. Valparaiso esq. Blanco Encalada,-71.37246785799994,-33.04425905099998
PR-A-19,Av. Valparaiso esq. Esmeralda,-71.38270401399996,-33.04436246999995
PR-A-20,Av. Valparaiso esq. Ferrari,-71.38004767999996,-33.04442170699997
PR-A-23,Av. Valparaiso esq. Maturana,-71.37356417499996,-33.04420314699996
PR-A-22,Av. Valparaiso esq. Maturana,-71.37324702599994,-33.04428144499997
PR-A-49,Av. Valparaiso esq. Pasaje Montallegro,-71.37839527699998,-33.04431108599994
PR-A-51,Av. Valparaiso esq. Pasaje Valparaiso,-71.37029698299995,-33.044185556999935
PR-A-26,Av. Valparaiso esq. Patricio Lynch,-71.37076664199998,-33.04411129699997
PR-M-541,Av. Valparaiso esq. Plaza Jose Francisco Vergara,-71.55077458999995,-33.025293998999985
PR-V-391,Av. Valparaiso esq. Progreso,-71.37624352699999,-33.044276070999956
PR-M-537,Av. Valparaiso esq. Quillota,-71.55035149199995,-33.025267078999946
PR-M-03,Av. Valparaiso esq. Quilpue,-71.54808078099995,-33.02570087299995
PR-A-18,Av. Valparaiso esq. Rumie,-71.38601815999994,-33.04468251199995
PR-A-10,Av. Valparaiso esq. San Jorge,-71.38504746799998,-33.044623857999966
PR-A-24,Av. Valparaiso esq. San Martin,-71.37307006499998,-33.04418595499993
PR-A-47,Av. Valparaiso esq. Santa Ana,-71.38125054899996,-33.04434723399993
PR-A-13,Av. Valparaiso esq. Venecia,-71.38830402299999,-33.04513931899993
PR-A-16,Av. Valparaiso esq. Venecia,-71.38796759699994,-33.04499262499996
PR-A-25,Av. Valparaiso esq. Williamson,-71.36868705599994,-33.04401748299995
PR-A-52,Av. Valparaiso esq. Williamson,-71.36914760499997,-33.04413521099997
PR-Q-114,Av. V Centenario esq. Aymaras,-71.42068595799998,-33.04730717799998
PR-M-310,Av. Vicepresidente Bernardo Leighton esq. Antumapu,-71.35517570999997,-33.056856161999974
PR-A-166,Av. Vicepresidente Bernardo Leighton esq. Baker,-71.35458404499997,-33.05985087099998
PR-A-34,Av. Vicepresidente Bernardo Leighton esq. Cerro Alto Pucara,-71.35517038999996,-33.04959809199994
PR-A-40,Av. Vicepresidente Bernardo Leighton esq. Las Acacias,-71.35619821499995,-33.05166423299994
PR-A-186,Av. Vicepresidente Bernardo Leighton esq. Los Eucaliptos,-71.36029677499994,-33.065062599999976
PR-A-167,Av. Vicepresidente Bernardo Leighton esq. Los Eucaliptus,-71.36044918199997,-33.065058636999936
PR-A-64,Av. Vicepresidente Bernardo Leighton esq. Pasaje Asturias,-71.35573880999993,-33.05365997599995
PR-A-59,Av. Vicepresidente Bernardo Leighton esq. Rio Baker,-71.35485207699998,-33.05865663999998
PR-A-187,Av. Vicepresidente Bernardo Leighton esq. Witran Ruka,-71.35444303599996,-33.059991526999966
PR-A-180,Av. Victoria esq. Maturana,-71.37371739099996,-33.046497183999975
PR-V-377,Av. Washington esq. Julio Zegers,-71.59550121199999,-33.05342487499996
PR-V-367,Av. Washington esq. Julio Zegers,-71.59533257899994,-33.053292875999944
PR-V-378,Av. Washington esq. Piedra Azul,-71.59739696999998,-33.053161399999965
PR-V-380,Av. Washington esq. Piedra Azul,-71.59740866299995,-33.053196534999984
PR-V-368,Av. Washington esq. Santa Elena Viejo,-71.60138928099997,-33.05369836199998
PR-V-379,Av. Washington esq. Santa Elena Viejo,-71.60137179999998,-33.05351974799993
PR-M-225,Bahia Soberana esq. Caleta Gloria,-71.51039237999998,-33.04113329699993
PR-M-201,Bahia Soberana esq. Canal Meteoro,-71.51038942599996,-33.04101751899998
PR-M-200,Bahia Soberana esq. Canal Sarmientos,-71.51125340699997,-33.04041559099994
PR-M-226,Bahia Soberania esq. Canal Chacao,-71.50812509599996,-33.039190091999956
PR-M-203,Bahia Soberano esq. Bahia Oceano,-71.50918473599995,-33.03870703599995
PF-057,Bajada Tierras Rojas,-71.58257986299998,-33.05524696699996
PR-V-298,Baquedano esq. 962,-71.61967805699999,-33.05273983799998
PR-V-299,Baquedano esq. 962,-71.61965994099995,-33.05267815299993
PR-A-29,Baquedano esq. Amunategui,-71.35996773499994,-33.04264846199993
PR-V-286,Baquedano esq. Barbosa,-71.61871983299994,-33.05134447399996
PR-V-231,Baquedano esq. Barbosa,-71.61861506999998,-33.051326839999945
PR-A-54,Baquedano esq. Barros Arana,-71.35986379999997,-33.04283658099996
PR-V-288,Baquedano esq. Calle Mena,-71.62179116999994,-33.05500211999998
PR-O-065,Baquedano esq. Hugo Quinteros,-71.17113514999994,-33.00166756999994
PR-V-281,Baquedano esq. Latorre,-71.61547811999998,-33.05046635999997
PR-V-282,Baquedano esq. Latorre,-71.61563257999995,-33.05060152999994
PR-A-44,Baquedano esq. Lautaro,-71.35545359999998,-33.04233089999997
PR-P-068,Baquedano esq. Lazo,-71.53079800899997,-32.79739814299995
PR-V-283,Baquedano esq. Ongolmo,-71.61657327399996,-33.051068735999934
PR-A-28,Baquedano esq. Quinta,-71.36464423599995,-33.04376938799993
PR-A-53,Baquedano esq. Quinta,-71.36446624399997,-33.04386341299994
PR-O-064,Baquedano esq. Recabarren,-71.17031857699999,-33.002775086999975
PR-V-285,Baquedano esq. Salamanca,-71.61774780599995,-33.050861777999955
PR-V-284,Baquedano esq. Salamanca,-71.61769386599997,-33.050858871999935
PR-P-067,Baquedano esq. Salas,-71.53036511699997,-32.79402256499998
PR-A-68,Baquedano esq. Santa Elena,-71.35245571299998,-33.04037326399998
PR-V-287,Baquedano esq. Sin Referencia,-71.62036906399999,-33.05424817699998
PR-V-296,Baquedano esq. Valenzuela Puelma,-71.61656130899996,-33.05142778499993
PR-M-595,Barcaza Morel esq. Brisas Del Mar,-71.50613151499994,-32.99052772699997
PR-M-581,Barcaza Morel esq. Cabo Odeger,-71.50608197499997,-32.99082894899993
PR-M-398,Barros Arana esq. Camino Real Interior,-71.58130103899998,-33.03502761499993
PR-V-535,Barros Arana esq. Orrego,-71.58738928099996,-33.03164863099994
PR-V-536,Barros Arana esq. Pelle,-71.58886496399998,-33.03341558599993
PR-V-534,Barros Arana esq. Simon Bolivar,-71.58668664799995,-33.03214989399993
PR-V-533,Barros Arana esq. Stuven,-71.58527221199995,-33.03295897199996
PR-Q-028,Barros Arana esq. Victoria,-71.44853603999996,-33.05709296499998
PR-Q-047,Barros Arana esq. Victoria,-71.44842723799997,-33.05702367899994
PR-V-422,Bartolome Mitre esq. Cortez,-71.59782736199998,-33.04355195699998
PR-V-423,Basterrica esq. Almte Simpson,-71.59805444899996,-33.04986380799994
PR-A-46,Berlin esq. Almirante Latorre,-71.37379684399997,-33.04218846599997
PR-A-61,Berlin esq.  Av. Almirante Latorre,-71.37330723199995,-33.04208456099997
PR-A-96,Berlin esq. Carlos Condell,-71.37468858399995,-33.04212389399993
PR-A-82,Berlin esq. Condell Norte,-71.37514896099998,-33.04222966799995
PR-A-79,Berlin esq. Los Robles,-71.38901637099997,-33.04295832199995
PR-A-91,Berlin esq. Principal,-71.38515737299997,-33.04168181599994
PR-A-90,Berlin esq. Pudeto,-71.38205871399998,-33.04145249599998
PR-A-76,Berlin esq. Taitao,-71.38234129099999,-33.04154876699994
PF-088,Biblioteca Central UPLA,-71.64149052799996,-33.023590200999934
PR-M-436,Blanca Vergara esq. Calle Del Agua,-71.54575202699993,-33.03548345799993
PR-M-306,Blanca Vergara esq. Caupolican,-71.54208851899995,-33.03826798299997
PR-M-434,Blanca Vergara esq. Ohiggins,-71.54397249199997,-33.03667673099994
PR-M-442,Blanca Vergara esq. Subercaseaux,-71.54649956199995,-33.03444031199996
PR-M-448,Blanca Vergara esq. Suiza,-71.54686052799997,-33.03417065199994
PR-M-307,Blanca Vergara esq. Vina Del Mar,-71.54558374699997,-33.03577148699998
PR-V-447,Blanco esq. Clave,-71.62945082399995,-33.03645264599993
PR-V-098,Blanco esq. Pasaje Ross,-71.62464298848212,-33.041291915817155
PR-V-104,Blanco esq. Urriola,-71.62679149739459,-33.03970571197159
PR-V-181,Bombero Ramon Cordero esq. Lanalhue,-71.65040156299995,-33.031282095999984
PR-V-052,Borde Laguna esq. Los Pinos,-71.56981720999994,-33.13615636399993
PR-M-187,Borgono esq. 16150,-71.54927872599995,-32.95807783499998
PR-C-050,Borgono esq. Barros,-71.52495792699995,-32.92434926499993
PR-C-051,Borgono esq. Caleta Higuerillas,-71.54066322199998,-32.92956426799998
PR-C-042,Borgono esq. Copec,-71.50848832399998,-32.92069797199997
PR-C-052,Borgono esq. Escala Lito,-71.52725937599996,-32.926404798999954
PR-M-556,Borgono esq. Facultad Ciencias Uv,-71.54882749899997,-32.958814907999965
PR-C-049,Borgono esq. Labarca,-71.52382978099996,-32.92207658499996
PR-C-067,Borgono esq. Las Elenas,-71.53735219199996,-32.93091959999998
PR-C-048,Borgono esq. Las Pimpinelas,-71.55050425399997,-32.93077295599994
PR-C-065,Borgono esq. Los Lilenes,-71.54434576099999,-32.92738998799996
PR-C-047,Borgono esq. Pedro De Valdivia,-71.52122859699995,-32.91831003699997
PR-C-068,Borgono esq. Roca Oceanica,-71.55269309899995,-32.940965234999965
PR-C-066,Borgono esq. Rocas De Costa Brava,-71.55009023099996,-32.93409522899998
PR-C-054,Borgono esq. San Fabian,-71.53597731899998,-32.93120811099993
PR-M-193,Borgono esq. San Marino,-71.54760957399998,-32.950874477999946
PR-C-045,Borgono esq. Santa Laura,-71.51198351699998,-32.92044810899995
PR-C-070,Borgono esq. Terraza Pacifico,-71.55058183599994,-32.93644921999993
PR-M-558,Borinquen esq. Calle Nueva,-71.56719421299994,-33.04869199799998
PR-M-557,Borinquen esq. Mayagez,-71.56630539999998,-33.04780869999996
PR-V-547,Borinquen esq. Pasaje Bayamon,-71.56722815999996,-33.04863099099998
PR-V-509,Borinquen esq. Sonap,-71.56807408799995,-33.04725231599997
PF-035,Boulevard,-71.56411489299995,-33.13115856999997
PR-V-551,Boyaca esq. Carabobo,-71.64791145799995,-33.04936103299997
PR-V-550,Boyaca esq. Carabobo,-71.64783207599999,-33.04956732199997
PR-V-088,Brasil esq. Bellavista,-71.62251923399998,-33.043853300999956
PR-V-087,Brasil esq. Eleuterio Ramirez,-71.62052314699997,-33.044466915999976
PR-A-97,Buenos Aires esq. Blanco Encalada,-71.37345005399999,-33.04293010199996
PR-V-297,Buenos Aires esq. Independencia,-71.61783003099998,-33.04772550399997
PR-M-498,Bulnes esq. O'Higgins,-71.52655480599998,-32.96804624899994
PR-M-444,Bulnes esq. Prieto,-71.52661878599997,-32.96834640299994
PR-V-442,Cabriteria Norte esq. Cabriteria Norte,-71.57319370599998,-33.05438191999997
PR-V-446,Cabriteria Norte esq. El Huilmo,-71.56578263599994,-33.05764023099994
PR-V-443,Cabriteria Norte esq. Las Palmas,-71.56170066099997,-33.058237306999956
PR-V-418,Cabriteria Norte esq. Pasaje El Tebo,-71.56319818299994,-33.05823948999995
PR-V-417,Cabriteria Norte esq. Pasaje Peregrina,-71.56925457299997,-33.056274008999935
PR-O-077,Cajon Grande esq. 21 De Mayo,-71.13913480899998,-32.995845592999956
PR-O-076,Cajon Grande esq. 3900,-71.13907132799994,-32.99907451699994
PR-O-063,Cajon Grande esq. El Boldo,-71.13969507299998,-32.99506876099997
PR-O-058,Cajon Grande esq. La Perdiz,-71.13704955899993,-33.00082667799995
PR-O-062,Cajon Grande esq. La Perdiz,-71.13919359599998,-32.99742218599994
PR-O-079,Cajon Grande esq. Los Laureles,-71.14199822499995,-32.994053915999984
PR-O-078,Cajon Grande esq. Pje Navarrete,-71.14486775299997,-32.99317774299993
PR-O-038,Cajon Grande esq. Sin Referencia,-71.13944553399995,-33.000106339999945
PR-V-070,Calcetera Ruta 68 esq. El Sauce,-71.56037491499995,-33.11377251899995
PF-084,Caleta el Membrillo,-71.63367641599996,-33.02194638699996
PF-058,Caletera José Santos Ossa,-71.58387506599996,-33.05593399199995
PR-V-068,Caletres Ruta 68 esq. Martinez Cruz,-71.56000272799997,-33.11452590999994
PR-V-221,Calle 19 esq. Calle 24,-71.65047072399994,-33.03452890999995
PR-Q-043,Calle 3 esq. Pasaje 2,-71.47340708099995,-33.04470430999993
PR-V-109,Calle 4 esq. Calle 2,-71.67357674599998,-33.10386555899993
PR-C-084,Calle 4 esq. Calle 2,-71.51585019799995,-32.931903268999974
PR-V-365,Calle 6 esq. Juan Antonio Rios,-71.59401305199998,-33.06692250699996
PR-M-488,Calle 7 esq. Av. Tercera,-71.48760282399996,-32.991984797999976
PR-C-046,Calle 7 esq. San Agustin,-71.51665610199996,-32.92348941499995
PR-V-240,Calle Caneria esq. 278,-71.64043476599994,-33.044401198999935
PR-V-239,Calle Caneria esq. Calle Seis,-71.63931507499996,-33.04401062599993
PR-V-254,Calle Caneria esq. Calle Seis,-71.63899885699993,-33.04404009599995
PR-V-255,Calle Caneria esq. Cordillera,-71.63990174999998,-33.04345635799996
PR-V-209,Calle Caneria esq. Diaz Reyes,-71.64175939899997,-33.04457185399997
PR-V-244,Calle Caneria esq. Diecisiete De Abril,-71.64214896399994,-33.04533723499998
PR-V-245,Calle Caneria esq. Hondonada,-71.64344740899998,-33.044744315999935
PR-M-165,Calle Cinco esq. Av. Septima,-71.49060244999998,-32.99540150399997
PR-M-510,Calle Cuatro esq. Av. Quinta,-71.49145688599998,-32.99317493999996
PR-M-526,Calle Cuatro esq. Av. Segunda,-71.49098970099993,-32.99077703599994
PR-M-493,Calle Cuatro esq. Av. Tercera,-71.49118279499999,-32.99134574899995
PR-V-220,Calle Dieciocho esq. Calle Diecisiete,-71.65108897999994,-33.03483641899993
PR-M-504,Calle Dieciseis esq. Av. Decima,-71.47813948499999,-32.99936318899995
PR-M-492,Calle Dos esq. Av. Segunda,-71.49345379799996,-32.99061193599994
PR-M-500,Calle Dos esq. Av. Segunda,-71.49345553799998,-32.990623555999946
PR-O-030,Calle Los Aromos esq. Sin Referencia,-71.09371219299999,-33.053495289999944
PR-M-485,Calle Mantuco esq. Calle Claudio Arraun Leon,-71.48517669299997,-33.009167625999964
PR-V-388,Calle Nueva esq. Ramaditas,-71.59764675599996,-33.06207079899997
PR-M-505,Calle Nueve esq. Av. Quinta,-71.48570071999995,-32.99441978699997
PR-M-506,Calle Siete esq. Av. Tercera,-71.48771971899998,-32.99206473899994
PR-C-071,Calle Trece esq. Santa Margarita,-71.50894396199993,-32.92280611899997
PR-Q-045,Calle Villa Alemana esq. Pedro Montt,-71.45114244599995,-33.05946899299994
PR-V-002,Camino Al Tranque esq. Pasaje Coronel Banados,-71.57191064699998,-33.11015466799995
PR-V-341,Camino Antiguo Santiago esq. Camino Ohiggins,-71.58306371799995,-33.08085161599996
PR-C-093,Camino A Quillota esq. Abastible,-71.48504417299995,-32.927184858999965
PR-C-094,Camino A Quillota esq. Ariztia,-71.48015523999999,-32.92751462899997
PR-C-086,Camino A Quillota esq. El Pedregal,-71.48652782099998,-32.92674500299995
PR-C-087,Camino A Quillota esq. El Pedregal,-71.48022353499994,-32.92734353399993
PR-C-092,Camino A Quillota esq. Enap,-71.50524720599998,-32.921711208999966
PR-C-085,Camino A Quillota esq. Ruta E 30 F,-71.50554161699995,-32.921844774999954
PR-V-234,Camino Cintura esq. Almirante Riveros,-71.63665763099993,-33.03344706399997
PR-V-238,Camino Cintura esq. Andacollo,-71.63729333799995,-33.04157792399997
PR-V-224,Camino Cintura esq. Carampangue,-71.63649143999999,-33.033067648999975
PR-V-252,Camino Cintura esq. Castillo,-71.63422490199997,-33.04275485399995
PR-V-205,Camino Cintura esq. Echaurren,-71.63518862099994,-33.034498112999984
PR-V-253,Camino Cintura esq. Ing Hyatt,-71.63449311299996,-33.04251893399993
PR-V-190,Camino Cintura esq. Quebrada Verde,-71.63823425099997,-33.039681653999935
PR-V-226,Camino Cintura esq. Quebrada Verde,-71.63881098799999,-33.03975055999996
PR-V-227,Camino Cintura esq. Rigoletto,-71.63692364299999,-33.03643029699998
PR-V-207,Camino Cintura esq. Rigoletto,-71.63711695299997,-33.03601413999996
PR-V-237,Camino Cintura esq. Sin Referencia,-71.63863912099998,-33.040099322999936
PR-V-225,Camino Cintura esq. Solar,-71.63522134099998,-33.035247407999975
PR-V-251,Camino Cintura esq. Tambor Cabrales,-71.63740575299994,-33.04128098299998
PR-P-061,Camino Horcon - Ventanas esq. Acceso Norte Horcon,-71.48657170299998,-32.71611330199994
PR-P-022,Camino Horcon - Ventanas esq. Escuela la Chocota Oriente,-71.48737680299996,-32.730025814999976
PR-P-021,Camino Horcon - Ventanas esq.Escuela la Chocota Poniente,-71.48748410799993,-32.73003136199998
PR-P-076,Camino Horcon - Ventanas esq. La Playa,-71.48903793099998,-32.74051988599996
PR-M-319,Camino Internacional esq. Estero Maitenlahue,-71.50107446699997,-32.99567530499996
PR-M-322,Camino Internacional esq. Los Perros,-71.49933890199998,-32.972593752999956
